url,length_url,length_hostname,nb_dots,nb_hyphens,nb_underscore,nb_tilde,nb_percent,nb_slash,nb_colon,nb_comma,nb_semicolumn,nb_dollar,nb_space,nb_www,nb_com,http_in_path,status
http://betasuscom.blogspot.com,30,23,2,0,0,0,0,2,1,0,0,0,0,0,2,0,phishing
http://blog.nabatakoutdoors.com/tbh/go.php,42,24,3,0,0,0,0,4,1,0,0,0,0,0,1,0,phishing
https://rift-inexpensive-ricotta.glitch.me/,43,34,2,2,0,0,0,3,1,0,0,0,0,0,0,0,phishing
http://167.172.179.135/banks/Scotia/bf50f619a9f3c7a1d5ea3178e4b9c6d2/,69,15,3,0,0,0,0,6,1,0,0,0,0,0,0,0,phishing
https://docs.google.com/forms/d/e/1FAIpQLSeJiS-J_vs97aJarDYWRzy5xtRCacd9JPW0h4whMkxGP6cRRg/viewform?usp=sf_link/,112,15,2,1,2,0,0,8,1,0,0,0,0,0,1,0,phishing
http://us.battle.net.login.en.yy-rs.com/login/en/login.html?app=wam&amp;ref=https:/www.worldofwarcraft.com/account/&amp;eor=0&amp;app=bam,137,32,9,1,0,0,0,8,2,0,3,0,0,1,2,1,phishing
http://appleid.apple.co.uk.cgi-bin.webobjects.myappleid.woa.verify7.id-app7.co.uk/identify-customer=EfmSYrXNhEAr87J3sGsXyLcx3Mwqer33jhGYGQSmfVVX1HxYBFtLG8Kqqhg0xoeP1l0E1rjSlrcHro6VzjLSi6wLFyasKVC49kKG/,201,74,11,3,0,0,0,4,1,0,0,0,0,0,0,0,phishing
https://lnkd.in/dnWbfix,23,7,1,0,0,0,0,3,1,0,0,0,0,0,0,0,phishing
http://ambcf.net/v3/images/masterpro/cad_seguro%2Bdados%2Bclientes%2Bcadastro.html,82,9,2,0,1,0,3,6,1,0,0,0,0,0,0,0,phishing
https://bradisk.joomla.com/includes/swa/?id=promocional=id=ricardoeletro,72,18,2,0,0,0,0,5,1,0,0,0,0,0,1,0,phishing
http://tournament-pubgmobile-s12.jkub.com/login/facebook,56,34,2,2,0,0,0,4,1,0,0,0,0,0,1,0,phishing
http://appleid.apple.co.uk.cgi-bin.webobjects.myappleid.woa.verify1.id8-eu.net/identify-customer=t9ORHZlziHHfqCXtW0DPLZuJbnD8lLlQB18GGvQOoYI0VaBKQpoupSA173ABCfXVaRksEtCi213EucEWPWxXiItZ3jneVGiOaccq/,198,71,10,3,0,0,0,4,1,0,0,0,0,0,0,0,phishing
http://ashtangyoga.co.in/css/online.bdo.com.ph/sso/login.php,60,17,6,0,0,0,0,6,1,0,0,0,0,0,1,0,phishing
https://netregistry.com.au.login.netregistryprivacylook.com/,60,51,5,0,0,0,0,3,1,0,0,0,0,0,2,0,phishing
http://oqea.com.au/2/https,26,11,2,0,0,0,0,4,1,0,0,0,0,0,1,1,phishing
https://parafiaczarkow.ns48.pl/media/cms/sella/,47,22,2,0,0,0,0,6,1,0,0,0,0,0,0,0,phishing
http://brighant.com/1122/?sec=Hendrik,37,12,1,0,0,0,0,4,1,0,0,0,0,0,1,0,phishing
http://ernestoluna.com/wp-content/upgrade/update.reflect.html/secure_secure.html/,81,15,4,1,1,0,0,7,1,0,0,0,0,0,1,0,phishing
http://lastbros.co.uk/wp-content/plugins/wordpress-seo/languages/deutch/paypal.com/de/.9d4f47e6389393e534a5e8a8f2/cgi-bin/webscrcmd=_login-run&dispatch=5885d80a13c0db1f8e263663d3faee8dc60d77e6184470d51976060a4ab6ee74.php,220,14,5,4,1,0,0,12,1,0,0,0,0,0,1,0,phishing
http://cartoworld.co.ke/smsm/chase/Logon.aspx/?LOB=RBGLogon,59,16,3,0,0,0,0,6,1,0,0,0,0,0,0,0,phishing
http://login-virification.of.client.hentgesglass.com/,53,45,4,1,0,0,0,3,1,0,0,0,0,0,1,0,phishing
https://acrpkids-my.sharepoint.com/:o:/g/personal/cvanleer_acrpkids_org/EqG22aBE81dMoYLS5VvQfPgBuBA3F1ay4Fcm9UP4uoByBw?e=g4BUEk,127,26,2,1,2,0,0,7,3,0,0,0,0,0,1,0,phishing
http://www.umij.org/wp-includes/_warning,40,12,2,1,1,0,0,4,1,0,0,0,0,1,0,0,phishing
https://brussel-airport.be/soy0mbuu9l006t6w,43,18,1,1,0,0,0,3,1,0,0,0,0,0,0,0,phishing
http://downloads.stctek.com/.../ppl_dk1/index.htm,49,20,6,0,1,0,0,5,1,0,0,0,0,0,1,0,phishing
http://www.baroserviciosintegrados.com/wp-content/themes/twentytwelve/js2/739d05475ee17da3a7e36bfa65053811/Login.php,116,31,3,1,0,0,0,8,1,0,0,0,0,1,1,0,phishing
http://teat09.com/wp-content/default/includes,45,10,1,1,0,0,0,5,1,0,0,0,0,0,1,0,phishing
http://luckysters.com/stub/engineering-learnership-programme-at-de-beers/,73,14,1,5,0,0,0,5,1,0,0,0,0,0,1,0,phishing
http://imagenesmentales.com/admin/update/Login/customer_center/customer-IDPP00C254/myaccount/signin/,100,20,1,1,1,0,0,10,1,0,0,0,0,0,1,0,phishing
http://paypal.co.uk.session23406304fd15e72e65304c141af8898f117.33s3.smoz.us/0-0/106304fd15e72e65304c141af8898f117/,114,68,6,1,0,0,0,5,1,0,0,0,0,0,0,0,phishing
http://www.neku.ga/blue/lar,27,11,2,0,0,0,0,4,1,0,0,0,0,1,0,0,phishing
http://wpcorporate.sfdevserver.com/wp-content/themes/twentyseventeen/template-parts/navigation/updateinfo/account/app/index,123,27,2,2,0,0,0,11,1,0,0,0,0,0,1,0,phishing
http://asesoresdeproyectosytesis.com/upda/,42,29,1,0,0,0,0,4,1,0,0,0,0,0,1,0,phishing
http://www.candlesgarden.com/memos/onedrive/f774d7ddfffc8f1d429cd55a95ad852d/office/5cb395398735dfdf95b327311f2612a9/securepassworderror.php,140,21,3,0,0,0,0,8,1,0,0,0,0,1,1,0,phishing
http://newrydramafestival.co.uk/actutre/ourtimepge/v3/,54,24,2,0,0,0,0,6,1,0,0,0,0,0,0,0,phishing
https://docs.google.com/spreadsheet/viewform?formkey=dHpvRHdlbklZeWlOcklIWTBwcXlBT1E6MQ,87,15,2,0,0,0,0,4,1,0,0,0,0,0,1,0,phishing
https://icipedudu-my.sharepoint.com/personal/mkaranja_icipe_org/_layouts/15/WopiFrame.aspx?guestaccesstoken=re27H63FLCklE8EZ9uJ3%20mbypFu8Te0J3ODTDaeiFlU=&amp;docid=1_1bdc33023238341e8b1471eb8a883076b&amp;wdFormId={24125711-8AD2-4CA2-BFD8-5B64DCC4E62D}&amp;action=formsubmit&amp;cid=62dab23f-06ce-4694-9418-59f6a55bb86c,319,27,3,9,4,0,1,7,1,0,4,0,0,0,1,0,phishing
http://pastehtml.com/view/bfz50c2fy.html,40,13,2,0,0,0,0,4,1,0,0,0,0,0,1,0,phishing
http://www.sssfiressafers.com/koko/indez.htm,44,22,3,0,0,0,0,4,1,0,0,0,0,1,1,0,phishing
https://docs.google.com/forms/d/e/1FAIpQLSdbbW8RO6Ht_8cGFGzGwxQH49rqQl_AgK1POc0sSTg0Zr0xpQ/viewform,99,15,2,0,2,0,0,7,1,0,0,0,0,0,1,0,phishing
http://youngwanderers.com/wp-content/plugins/aa/ws31/eBayISAPI.php?cmd=SignIn&co_partnerId=2&pUserId=&siteid=0&pageType=&pa1=&i1=&bshowgif=&UsingSSL=&ru=&pp=&pa2=&errmsg=&runameMessage-ID:,188,18,2,2,1,0,0,7,2,0,0,0,0,0,1,0,phishing
http://ravinkondo.cloudaccess.host/Swizlande-datenkonto/index.htm,65,27,3,1,0,0,0,4,1,0,0,0,0,0,0,0,phishing
http://us.battle.net.en.jjweb.asia/login/en/login.html,54,27,6,0,0,0,0,5,1,0,0,0,0,0,0,0,phishing
http://www.helpingpersiancats.org/googledrive/googledrive/Docx/,63,26,2,0,0,0,0,6,1,0,0,0,0,1,0,0,phishing
https://hosting2042037.online.pro,33,25,2,0,0,0,0,2,1,0,0,0,0,0,0,0,phishing
http://www.leaddogweb.com/Docs/processing.html,46,18,3,0,0,0,0,4,1,0,0,0,0,1,1,0,phishing
http://www.martin-busker.de/administrator/help/en-GB/css/Facture/967df0c33f89dbc94935e14993338778/663e4c72effb978cf11719d40ea5c441/particuliers-45636.php,153,20,3,3,0,0,0,10,1,0,0,0,0,1,0,0,phishing
http://nordichairistanbul.com/wp-admin/oWa/fb5f832a2bfe68c5ba0194e3639e3ec4,75,22,1,1,0,0,0,5,1,0,0,0,0,0,1,0,phishing
http://track.free-h.net/,24,16,2,1,0,0,0,3,1,0,0,0,0,0,0,0,phishing
http://grindtimegym.com/wp-admin/includes/class/WellsFargo/WellsFargo/wells,75,16,1,1,0,0,0,8,1,0,0,0,0,0,1,0,phishing
http://www.qhdwk.com/spub/?us.battle.net/login/en/?ref=us.battle.net/d3/en/index&amp;app=com-d3,95,13,6,1,0,0,0,10,1,0,1,0,0,1,2,0,phishing
http://judicialvengeful.co.za/bank/wells-fargo-security-update/login.php,72,22,3,3,0,0,0,5,1,0,0,0,0,0,0,0,phishing
http://mdevents.in/js/min/.bin/nhcmhc/home/home/oneddrive/microsoft.php,71,11,3,0,0,0,0,10,1,0,0,0,0,0,0,0,phishing
http://blogger.com.buses-forsale.co.za/sq/index.php?UsingSSL=1&amp;bshowgif=0&amp;co_partnerId=2&amp;errmsg=1&amp;favoritenav=&amp;i1=-1&amp;k=1&amp;pUserId=&amp;pa1=&amp;pageType=-1&amp;amp,190,31,5,3,1,0,0,4,1,0,10,0,0,0,1,0,phishing
http://reimer-gartenbau.de/afo/english%20newchn/newchn/,55,19,1,1,0,0,1,6,1,0,0,0,0,0,0,0,phishing
http://appleid.apple.co.uk.cgi-bin.webobjects.myappleid.woa.verify2.srv-woa1.com/identify-customer=FNMS8Sl674LLjwtXQ13gHYMQsnz8FgTNjLW7WNBqQUeybUMKAbBRveUn5BVgC4PKWtx8GcSegWNIDajcukqmCoArLNaOaMpkt5YF/,200,73,10,3,0,0,0,4,1,0,0,0,0,0,1,0,phishing
http://www.arangnarang.com/bbs//data/redirect.htm?https://signin.ebay.co.uk/ws/eBayISAPI.dll?SignIn&ru=http%3A%2F%2Fwww.ebay.co.uk%2F,133,19,10,0,0,0,4,10,2,0,0,0,0,2,1,2,phishing
https://itaucard.segmobionline.ml/cartoes/promocao/descontao/card/home.php,74,25,3,0,0,0,0,7,1,0,0,0,0,0,0,0,phishing
http://www.briner.cl/images/includes/sanalfonso/A/CNZ.asp,57,13,3,0,0,0,0,7,1,0,0,0,0,1,0,0,phishing
https://currentlyatt22.weebly.com/,34,25,2,0,0,0,0,3,1,0,0,0,0,0,1,0,phishing
https://atxr.000webhostapp.com/aatt/at_t/index.php,50,22,3,0,1,0,0,5,1,0,0,0,0,0,1,0,phishing
https://alasbah.com/wp-content/plugins/js_composer/assets/images/icons/off,74,11,1,1,1,0,0,9,1,0,0,0,0,0,2,0,phishing
http://bomdeobra.com/cp/,24,13,1,0,0,0,0,4,1,0,0,0,0,0,1,0,phishing
http://www.lyonsandpakchar.com/~abouteci/Lloyds/Billing_Center/,63,23,2,0,1,1,0,6,1,0,0,0,0,1,1,0,phishing
http://chat-whatsapp.join78.gq/,31,23,2,1,0,0,0,3,1,0,0,0,0,0,0,0,phishing
https://aerolineavirtural.com/adfs/index.html,45,21,2,0,0,0,0,4,1,0,0,0,0,0,1,0,phishing
http://www.tudosobretudo.blog.br/banco-bradesco-agencia-endereco/bradesco-agencia-6621-shopping-granja-viana-rodovia-raposo-tavares-km-23-lageadinho-telefone-endereco-mapa-localizacao-cep-06709015,196,25,3,20,0,0,0,4,1,0,0,0,0,1,0,0,phishing
http://www.prayfrjapan.com/wp-admin/updating/cgi-update/aca7a6f530682fd762c82d55ad7c85bb/,89,19,2,2,0,0,0,7,1,0,0,0,0,1,1,0,phishing
https://docs.google.com/forms/d/e/1FAIpQLSeXOj2nnCrByJMYaP26R91hqli0pNZB7yC2rdr4gUaePngG4A/viewform?usp=send_form,113,15,2,0,1,0,0,7,1,0,0,0,0,0,1,0,phishing
http://live-webcam-indian1.blogspot.com/,40,32,2,2,0,0,0,3,1,0,0,0,0,0,1,0,phishing
http://www.pirazzoliwines.com/wp-admin/cgi-bin/4a7a55a2ccc2f4d644caa2e6074d1a78/login_verify2_email.htm,103,22,3,2,2,0,0,6,1,0,0,0,0,1,1,0,phishing
http://katlinbutryman.com/administrator/modules/mod_login/controller.php,72,18,2,0,1,0,0,6,1,0,0,0,0,0,1,0,phishing
https://injuredseriously.com/wp-includes/css/WebmailF/?email=USER@DOMAIN.ch,75,20,2,1,0,0,0,6,1,0,0,0,0,0,1,0,phishing
http://cellidplus.com/ws/WELLS/WELLS/WELLS/login-error.htm,58,14,2,1,0,0,0,7,1,0,0,0,0,0,1,0,phishing
http://samapi.co.th//php/cache/AOLUPDATE/aol.html,49,12,3,0,0,0,0,7,1,0,0,0,0,0,0,0,phishing
http://resistenciatramontina.com/mobile/carrinho.php?enc=656601236,66,25,2,0,0,0,0,4,1,0,0,0,0,0,1,0,phishing
http://pastehtml.com/view/bfyszdhoa.html,40,13,2,0,0,0,0,4,1,0,0,0,0,0,1,0,phishing
http://ok.gggo.asia/login/en/index.htm,38,12,3,0,0,0,0,5,1,0,0,0,0,0,0,0,phishing
http://publiccloudit.com/ppy/excel/login.php?cmd=login_submit&id=23bf7ff7e0e5349a2c9df49ff795fc1b23bf7ff7e0e5349a2c9df49ff795fc1b&session=23bf7ff7e0e5349a2c9df49ff795fc1b23bf7ff7e0e5349a2c9df49ff795fc1b,202,17,2,0,1,0,0,5,1,0,0,0,0,0,1,0,phishing
https://jurnalpangan.com/faxmessage/O/login.php?l=_JeHFUq_VJOXK0QWHtoGYDw1774256418&amp;fid.13InboxLight.aspxn.1774256418&amp;fid.125289964252813InboxLight99642_Product-userid&amp;userid=,187,16,6,1,3,0,0,5,1,0,3,0,0,0,1,0,phishing
http://girlsgettinggoals.com/abc/latest-onedrive/microsoft.php,62,21,2,1,0,0,0,5,1,0,0,0,0,0,1,0,phishing
http://test102760.test-account.com/AT&T-Login.htm,49,27,3,2,0,0,0,3,1,0,0,0,0,0,1,0,phishing
http://www.martin-busker.de/administrator/help/en-GB/css/Facture/4d3b69b400f595591b54d7ca568cd624/2ea3fb94cc1fe90bc0448e946d7e78c5/particuliers-45636.php,153,20,3,3,0,0,0,10,1,0,0,0,0,1,0,0,phishing
http://icloud.com.find.support-lphone.co/,41,33,4,1,0,0,0,3,1,0,0,0,0,0,1,0,phishing
https://rebrand.ly/nibrcpo,26,10,1,0,0,0,0,3,1,0,0,0,0,0,0,0,phishing
http://noutbookofff.ru/nityodita/toufik,39,15,1,0,0,0,0,4,1,0,0,0,0,0,0,0,phishing
http://intercheducts.com/figtree/adobe,38,17,1,0,0,0,0,4,1,0,0,0,0,0,1,0,phishing
http://www.amex.alert.account.logogistics.com.au/1/confirm.php?7777772e616d65782e616c6572742e6163636f756e742e6c6f676f676973746963732e636f6d2e6175-7777772e616d65782e616c6572742e6163636f756e742e6c6f676f676973746963732e636f6d2e6175-7777772e616d65782e616c6572742e6163636f756e742e6c6f676f676973746963732e636f6d2e61757777772e616d65782e616c6572742e6163636f756e742e6c6f676f676973746963732e636f6d2e61757777772e616d65782e616c6572742e6163636f756e742e6c6f676f676973746963732e636f6d2e61757777772e616d65782e616c6572742e6163636f756e742e6c6f676f676973746963732e636f6d2e61757777772e616d65782e616c6572742e6163636f756e742e6c6f676f676973746963732e636f6d2e61757777772e616d65782e616c6572742e6163636f756e742e6c6f676f676973746963732e636f6d2e61757777772e616d65782e616c6572742e6163636f756e742e6c6f676f676973746963732e636f6d2e61757777772e616d65782e616c6572742e6163636f756e742e6c6f676f676973746963732e636f6d2e61757777772e616d65782e616c6572742e6163636f756e742e6c6f676f676973746963732e636f6d2e6175,967,41,7,2,0,0,0,4,1,0,0,0,0,1,1,0,phishing
http://appleid.apple.co.uk.cgi-bin.webobjects.myappleid.woa.verify8.id8-eu.net/identify-customer=cLN9rubqUgFhbRmuWfmQr7RWJh5Ck0XO0zujjeNCo04Gz5l1Gca53t8w9M13hgyN3YUNnLOOYrGOrJTP7tWKCL6GroHmQxTpXFg5/,198,71,10,3,0,0,0,4,1,0,0,0,0,0,0,0,phishing
http://webmailsecurityunithelpdesk.moonfruit.com/,49,41,2,0,0,0,0,3,1,0,0,0,0,0,1,0,phishing
http://hmrc.gov-taxreturn-uk.org/,33,25,2,2,0,0,0,3,1,0,0,0,0,0,0,0,phishing
https://www.popplanet.com.au/wp-admin/css/Login.htm,51,20,4,1,0,0,0,5,1,0,0,0,0,1,1,0,phishing
https://www.millmarkgroup.com/wp-admin/css/update_account/b18c7811f8fbac87de1faa5e52edb623/?dispatch=DpnORwTN1NTWIsQNEUFJIWlOD2UZTNtjj2vKRT7xjVPK4lZE7R&amp;email=,162,21,2,1,1,0,0,7,1,0,1,0,0,1,1,0,phishing
http://peruanatravel.com/nbt,28,17,1,0,0,0,0,3,1,0,0,0,0,0,1,0,phishing
http://www.naylorantiques.com/docs/auto-atendimento/3IHB3GSV-TKT6WO/,68,22,2,2,0,0,0,6,1,0,0,0,0,1,1,0,phishing
http://lacasadelmanitas.com/auth/,33,20,1,0,0,0,0,4,1,0,0,0,0,0,1,0,phishing
http://www.zonasegurabn1.neohost.com.br/pe/BNlWeb/lnicio,56,32,4,0,0,0,0,5,1,0,0,0,0,1,1,0,phishing
https://getlikesfree.com/,25,16,1,0,0,0,0,3,1,0,0,0,0,0,1,0,phishing
https://www.amazon.co.jp.d5f21q36e4fqc1qfg.buzz/,48,39,5,0,0,0,0,3,1,0,0,0,0,1,0,0,phishing
http://heta.lunariffic.com/suspend.page/?bWVkaXJlaW0ubmV0uhsdsusu5485757kUJHNN546221oPLKj988777AOP784MTM0NjE2OTk0Ng,115,19,3,0,0,0,0,4,1,0,0,0,0,0,1,0,phishing
http://www.beneiximet.com/img/,30,18,2,0,0,0,0,4,1,0,0,0,0,1,1,0,phishing
http://mail.ansan.com.mx/Desarrollo/Sigin-inverify.html,55,17,4,1,0,0,0,4,1,0,0,0,0,0,1,0,phishing
http://www.standprincipal.pt/site/modules/mod_login/compte-/cgi/paypal/paypal/new_passe.php?cmd=_login-run&amp;dispatch=5885d80a13c0db1f998ca054efbdf2c29878a435fe324eec2511727fbf3e9efc2ffc2fe8ec1746874bc36862db9aa84c2ffc2fe8ec1746874bc36862db9aa84c,248,21,3,2,3,0,0,10,1,0,1,0,0,1,1,0,phishing
http://www.manutencaodeblindagem.com.br/db/dbm/,47,32,3,0,0,0,0,5,1,0,0,0,0,1,1,0,phishing
https://olampicoer.blogspot.com/2018/11/vrret.html,50,23,3,0,0,0,0,5,1,0,0,0,0,0,1,0,phishing
http://www.jinxiuyuanlin.com/js/?app=com-d3&amp;http://us.battle.net/login/en/?ref=http%3A%2F%2Fus.battle.net%2Fd3%2Fen%2Findex,127,21,6,1,0,0,6,9,2,0,1,0,0,1,2,2,phishing
https://tf2extra.com/,21,12,1,0,0,0,0,3,1,0,0,0,0,0,1,0,phishing
http://pastehtml.com/view/bfjvqrj0q.html,40,13,2,0,0,0,0,4,1,0,0,0,0,0,1,0,phishing
https://docs.google.com/forms/d/e/1FAIpQLSek0cPdTXaKPZGPNBXCvlYSJAh3Xaxy6oYAQ0nANiEfgcAV9Q/viewform,99,15,2,0,0,0,0,7,1,0,0,0,0,0,1,0,phishing
http://en.qqus.asia/m=weblogin/index.htm,40,12,3,0,0,0,0,4,1,0,0,0,0,0,0,0,phishing
https://sigliving-my.sharepoint.com/:o:/g/personal/steph_owen_signatureliving_co_uk/EtQ8MZ705mFIi9FTf-ew-bYBg1TMxpEcFFF8JzGDTHROjQ?e=6M8R3Z,139,27,2,3,4,0,0,7,3,0,0,0,0,0,1,0,phishing
http://208.177.25.180/cliente/index.asp,39,14,4,0,0,0,0,4,1,0,0,0,0,0,0,0,phishing
http://www.formchamp.com/goform.php?id=37196,44,17,3,0,0,0,0,3,1,0,0,0,0,1,1,0,phishing
http://appleid.apple.co.uk.cgi-bin.webobjects.myappleid.woa.verify3.id-app7.co.uk/identify-customer=8lMs39YzCGO8NzfY89ssxCK62KhBXFoOgCznJGlh0Ka8fT1yzaoj7CykngppBFzqDYCfpuu0BXlEHTuTsRcuwiMb3o4vhr3eZYcL/,201,74,11,3,0,0,0,4,1,0,0,0,0,0,0,0,phishing
http://pastehtml.com/view/bdfs43ybr.html,40,13,2,0,0,0,0,4,1,0,0,0,0,0,1,0,phishing
http://appleid.apple.co.uk.cgi-bin.webobjects.myappleid.woa.verify8.id-app7.co.uk/identify-customer=rbpsMjR16N9MJMt9YkYawbxPCeyZphL4T1HNc1wsrksu0NsTtCgfBJoGc1g9cf0YElumPBWxaQxZmR7m4m1mqLNvlUX8tkuhbbEv/,201,74,11,3,0,0,0,4,1,0,0,0,0,0,0,0,phishing
http://pastehtml.com/view/bebvxsrpq.html,40,13,2,0,0,0,0,4,1,0,0,0,0,0,1,0,phishing
http://fast-joingroup1.itsaol.com/login.php,43,26,3,1,0,0,0,3,1,0,0,0,0,0,1,0,phishing
http://itcitymm.com/wp-content/themes/confirmnewboa/confirmnewboa/login.php?cmd=login_submit&amp;id=d3596c003bbe8cca22820b6688ab607dd3596c003bbe8cca22820b6688ab607d&amp;session=d3596c003bbe8cca22820b6688ab607dd3596c003bbe8cca22820b6688ab607d,241,12,2,1,1,0,0,7,1,0,2,0,0,0,1,0,phishing
https://inner-nuance-269123.ue.r.appspot.com/billing.php?cmd=update_submit&amp;id=7b0fecf76db478c630ebe8aa5d4f63e87b0fecf76db478c630ebe8aa5d4f63e8&amp;session=7b0fecf76db478c630ebe8aa5d4f63e87b0fecf76db478c630ebe8aa5d4f63e8,223,36,5,2,1,0,0,3,1,0,2,0,0,0,1,0,phishing
http://enigreen.net/ck/content/f7f9bb07975bffcadc62fc8d728de5de/,64,12,1,0,0,0,0,6,1,0,0,0,0,0,0,0,phishing
http://agriosa.ca/wp-includes/File/,35,10,1,1,0,0,0,5,1,0,0,0,0,0,0,0,phishing
http://digilander.libero.it/giopappo123/,40,20,2,0,0,0,0,4,1,0,0,0,0,0,0,0,phishing
https://windowrockz.buzz/REMITTANCE/,36,16,1,0,0,0,0,4,1,0,0,0,0,0,0,0,phishing
http://cheaproomsvalencia.com/Paypal/Support/ID-NUMB183/myaccount/signin/,73,22,1,1,0,0,0,8,1,0,0,0,0,0,1,0,phishing
https://goldsubzehy.tk/institucional/institucional/Normativa/Informaci%C3%B3n%20al%20Usuario%20Financiero,105,14,1,0,0,0,5,6,1,0,0,0,0,0,0,0,phishing
https://capefencingguy.co.za/vfvf/,34,20,2,0,0,0,0,4,1,0,0,0,0,0,0,0,phishing
https://luv2redesign.com/admin/OneDrive1Master/ce412a8df29e83768be3e6b65c164d92/,80,16,1,0,0,0,0,6,1,0,0,0,0,0,1,0,phishing
http://www.bjcurio.com/js/index.htm?ref=http:/bjpzqgous.battle.net/d3/en/index,78,15,5,0,0,0,0,8,2,0,0,0,0,1,1,1,phishing
http://integratedlendingservices.org/a15fcg9u/go9bq/ew260i8r/t16y2k/ha0eqs/z172o03a/j9b478a7fa34eq/8dd8e25a5236850ca14afa2c9bddd90d/,132,29,1,0,0,0,0,11,1,0,0,0,0,0,0,0,phishing
https://www.kisa.link/Cas33F,28,13,2,0,0,0,0,3,1,0,0,0,0,1,0,0,phishing
http://advonationusa.com/wp-image/1/customer_center/customer-IDPP00C457/myaccount/index.php?cmd=login_submit&amp;id=ced556037758b3ec347f180d9240cb63ced556037758b3ec347f180d9240cb63&amp;session=ced556037758b3ec347f180d9240cb63ced556037758b3ec347f180d9240cb63,257,17,2,2,2,0,0,8,1,0,2,0,0,0,1,0,phishing
http://pastehtml.com/view/bfo0l4htr.html,40,13,2,0,0,0,0,4,1,0,0,0,0,0,1,0,phishing
http://www.bimabn.com/1-configurazione-supporto-apple.store-contatta/c/Apple-id/605e9c4972ab778b7525c1b638ea83d6/,113,14,3,5,0,0,0,7,1,0,0,0,0,1,1,0,phishing
https://sharkgiveaway.ga/,25,16,1,0,0,0,0,3,1,0,0,0,0,0,0,0,phishing
http://www.bendingtheweb.com/folder/ppl/MyAccount/Update/,57,21,2,0,0,0,0,7,1,0,0,0,0,1,1,0,phishing
http://deplint013.nl/en/webapps/issues/,39,13,1,0,0,0,0,6,1,0,0,0,0,0,0,0,phishing
https://friendlycabdavis.com/wp-content/themes/hub/chase/chase/chase/login/auth.php?country_x=United,100,20,2,1,1,0,0,10,1,0,0,0,0,0,1,0,phishing
http://limiteltaucard.unaux.com/,32,24,2,0,0,0,0,3,1,0,0,0,0,0,1,0,phishing
http://felipesalaberry.cl/logs/itau/passo2.php,46,18,2,0,0,0,0,5,1,0,0,0,0,0,0,0,phishing
https://vk.com/away.php?to=https%3A%2F%2Fflx.pw%2FtWM0v&post=482401605_15&cc_key=213546851324613246831,102,6,3,0,2,0,4,3,1,0,0,0,0,0,1,1,phishing
https://aurorabusinessunited.org/kristina/dowling,49,24,1,0,0,0,0,4,1,0,0,0,0,0,0,0,phishing
http://www.graphicworld.co.in/dropbox/,38,22,3,0,0,0,0,4,1,0,0,0,0,1,0,0,phishing
http://pastehtml.com/view/bbbofjzwl.html,40,13,2,0,0,0,0,4,1,0,0,0,0,0,1,0,phishing
http://pastehtml.com/view/bg4d1z4vi.html,40,13,2,0,0,0,0,4,1,0,0,0,0,0,1,0,phishing
http://www.gzqb.com.cn/Images/?http://us.battle.net/login/en/?ref=http%3A%2F%2Fafwayjpus.battle.net%2Fd3%2Fen%2Findex&amp;app=com-d3,132,15,7,1,0,0,6,9,2,0,1,0,0,1,2,2,phishing
